"curriculo_id";"setor_id"
4754106250302979;2304
5901564732655853;2304
8534667641706692;2304
1711180190759554;2304
1531971102610447;2304
8287861610873629;2304
6446831084215512;2304
8041675571955870;2304
2446301582459104;2304
9943003955628885;2304
1512846862093142;2304
6047330108382641;2304
9297257833779277;2304
5523293886612004;2304
5012476998883237;2304
770343284012942;2304
2352727269839328;2304
5225588855422632;2304
